pitcher_name,month,type,pitch_type,px,pz
Chris Sale,4,S,FT,0.944,3.034
Chris Sale,4,S,CU,-0.446,1.677
Chris Sale,4,B,CH,1.725,2.879
Chris Sale,4,S,FT,0.844,2.585
Chris Sale,4,X,CU,0.105,1.659
Chris Sale,4,S,FT,-0.786,2.334
Chris Sale,4,X,CU,-0.427,1.588
Chris Sale,4,S,FT,-0.247,2.222
Chris Sale,4,S,FT,0.092,2.76
Chris Sale,4,B,CU,-1.57,0.48
Chris Sale,4,B,CU,-0.405,1.204
Chris Sale,4,X,CH,0.25,1.322
Clayton Kershaw,4,S,FF,0.225,2.219
Clayton Kershaw,4,S,SL,0.024,1.82
Clayton Kershaw,4,S,SL,-0.404,2.793
Clayton Kershaw,4,S,CU,0.519,-0.207
Clayton Kershaw,4,S,FF,0.404,2.793
Clayton Kershaw,4,X,SL,-0.394,2.198
Clayton Kershaw,4,X,FT,-0.385,2.312
Clayton Kershaw,4,B,FF,0.967,2.174
Clayton Kershaw,4,S,SL,-0.055,2.247
Clayton Kershaw,4,S,FF,0.065,3.436
Clayton Kershaw,4,B,FF,1.37,2.14
Clayton Kershaw,4,S,CU,0.411,-0.663
Clayton Kershaw,4,B,SL,-0.231,1.104
Clayton Kershaw,4,X,FF,0.318,3.098
Clayton Kershaw,4,X,FT,-0.077,1.891
Clayton Kershaw,4,X,FF,-0.269,2.119
Clayton Kershaw,4,S,FF,0.368,1.869
Clayton Kershaw,4,B,CU,-0.403,0.319
Clayton Kershaw,4,S,FF,-0.321,1.744
Clayton Kershaw,4,B,FT,0.678,1.281
Clayton Kershaw,4,S,FF,-0.052,3.476
Clayton Kershaw,4,B,CU,-1.003,-0.894
Clayton Kershaw,4,X,FF,-0.894,1.877
Clayton Kershaw,4,S,FF,-0.337,2.593
Clayton Kershaw,4,S,FF,-1.098,3.082
Clayton Kershaw,4,X,CU,-0.335,3.477
Clayton Kershaw,4,S,FF,-0.479,1.989
Clayton Kershaw,4,X,SL,0.067,2.476
Clayton Kershaw,4,B,SL,-0.745,0.883
Clayton Kershaw,4,S,FF,-0.097,3.595
Clayton Kershaw,4,S,FF,-0.591,2.46
Clayton Kershaw,4,S,FT,0.695,3.232
Clayton Kershaw,4,B,CU,0.181,0.843
Clayton Kershaw,4,X,FF,-0.589,2.472
Clayton Kershaw,4,X,FF,0.032,3.582
Clayton Kershaw,4,S,FF,0.551,3.13
Clayton Kershaw,4,B,SL,0.636,1.586
Clayton Kershaw,4,X,FF,-0.857,3.069
Clayton Kershaw,4,S,FF,-0.396,2.719
Clayton Kershaw,4,S,CU,0.268,1.303
Clayton Kershaw,4,X,FT,0.936,2.206
Clayton Kershaw,4,S,SL,0.072,2.016
Clayton Kershaw,4,S,CU,-0.084,1.008
Clayton Kershaw,4,S,FF,1.01,2.619
Clayton Kershaw,4,B,SL,-0.518,1.035
Clayton Kershaw,4,X,SL,-0.147,2.071
Clayton Kershaw,4,B,FF,-0.04,1.236
Clayton Kershaw,4,S,FF,-0.014,2.911
Clayton Kershaw,4,X,FF,-0.414,2.294
Clayton Kershaw,4,S,FT,-0.001,2.73
Clayton Kershaw,4,S,FF,-0.233,3.373
Clayton Kershaw,4,B,SL,-0.933,-0.49
Clayton Kershaw,4,S,FF,0.763,2.677
Clayton Kershaw,4,X,CU,0.112,2.042
Clayton Kershaw,4,S,FF,0.193,2.827
Clayton Kershaw,4,B,CU,0.15,0.886
Clayton Kershaw,4,B,FF,-0.968,2.49
Clayton Kershaw,4,S,FF,0.256,2.038
Clayton Kershaw,4,X,FT,0.266,2.987
Clayton Kershaw,4,S,SL,-0.483,1.264
Clayton Kershaw,4,B,SL,-0.897,-0.101
Clayton Kershaw,4,B,CU,0.399,4.146
Clayton Kershaw,4,S,SL,-0.781,3.124
Clayton Kershaw,4,B,SL,-0.187,3.767
Clayton Kershaw,4,S,SL,-0.811,2.34
Clayton Kershaw,4,B,FT,1.422,3.45
Clayton Kershaw,4,S,FF,-0.722,2.16
Clayton Kershaw,4,B,SL,-0.175,0.81
Clayton Kershaw,4,X,SL,-0.446,0.938
Clayton Kershaw,4,S,FF,0.416,3.36
Clayton Kershaw,4,S,FF,0.591,3.293
Clayton Kershaw,4,X,FF,0.233,3.116
Clayton Kershaw,4,X,SL,-0.403,2.329
Clayton Kershaw,4,X,FF,-0.165,2.323
Clayton Kershaw,4,S,FF,-0.572,2.183
Clayton Kershaw,4,B,CU,-0.027,-1.324
Clayton Kershaw,4,B,CU,-0.22,4.282
Clayton Kershaw,4,X,FF,-0.619,1.613
Clayton Kershaw,4,B,FF,-1.394,-0.035
Clayton Kershaw,4,S,FF,-0.193,1.527
Clayton Kershaw,4,X,SL,0.138,2.663
Clayton Kershaw,4,X,SL,-0.031,2.93
Max Scherzer,4,S,FT,0.654,1.715
Max Scherzer,4,S,SL,0.899,2.483
Max Scherzer,4,S,CH,0.005,0.8
Max Scherzer,4,B,FT,0.643,3.899
Max Scherzer,4,S,FT,-0.273,3.077
Max Scherzer,4,S,SL,1.559,0.612
Max Scherzer,4,B,FF,0.182,0.801
Max Scherzer,4,X,FT,0.405,2.644
Max Scherzer,4,B,FT,0.939,1.788
Max Scherzer,4,S,SL,-0.124,2.752
Max Scherzer,4,B,SL,2.093,1.763
Max Scherzer,4,X,FT,0.105,2.046
Max Scherzer,4,S,FT,-0.201,1.945
Max Scherzer,4,X,FF,0.73,2.491
Max Scherzer,4,S,SL,0.692,1.849
Max Scherzer,4,B,FF,0.902,1.405
Max Scherzer,4,X,FT,0.171,2.393
Max Scherzer,4,B,FF,1.081,2.198
Max Scherzer,4,X,FT,-0.629,1.456
Max Scherzer,4,S,SL,0.877,2.09
Max Scherzer,4,B,SL,1.097,0.528
Max Scherzer,4,S,FF,0.971,2.354
Max Scherzer,4,S,SL,1.037,0.249
Max Scherzer,4,B,CH,0.48,0.696
Max Scherzer,4,S,FT,-0.185,3.261
Max Scherzer,4,B,SL,1.154,1.2
Max Scherzer,4,S,SL,1.19,1.745
Max Scherzer,4,B,FF,2.218,1.991
Max Scherzer,4,X,FF,-0.694,3.094
Max Scherzer,4,S,FT,-0.061,2.594
Max Scherzer,4,S,SL,1.363,1.553
Max Scherzer,4,B,SL,1.676,1.157
Max Scherzer,4,S,FF,-0.592,2.852
Max Scherzer,4,S,CH,-0.726,2.392
Max Scherzer,4,B,FF,0.718,1.724
Max Scherzer,4,S,CH,0.677,2.813
Max Scherzer,4,X,CU,-0.164,1.773
Max Scherzer,4,S,SL,-0.715,2.156
Max Scherzer,4,B,SL,0.655,1.024
Max Scherzer,4,S,CH,-0.424,1.026
Max Scherzer,4,B,SL,1.491,1.787
Max Scherzer,4,X,FT,0.512,2.163
Max Scherzer,4,S,SL,-0.521,2.261
Max Scherzer,4,X,FF,-0.138,3.845
Max Scherzer,4,B,SL,-0.757,3.759
Max Scherzer,4,S,CH,0.092,1.823
Max Scherzer,4,S,SL,-0.003,2.908
Max Scherzer,4,S,SL,0.983,1.302
Max Scherzer,4,B,FF,0.935,2.701
Max Scherzer,4,S,SL,-0.9,2.139
Max Scherzer,4,S,SL,0.802,2.525
Max Scherzer,4,B,CH,0.757,0.818
Max Scherzer,4,B,FT,-1.172,2.605
Max Scherzer,4,B,FF,-1.442,2.045
Max Scherzer,4,S,SL,0.077,2.683
Max Scherzer,4,S,FF,0.235,3.368
Max Scherzer,4,B,FF,-1.118,3.392
Max Scherzer,4,B,CH,0.898,0.771
Max Scherzer,4,S,FT,-0.483,2.837
Max Scherzer,4,S,SL,-0.705,2.25
Max Scherzer,4,B,FF,1.11,1.132
Max Scherzer,4,X,FT,-0.309,2.067
Max Scherzer,4,S,SL,0.867,1.185
Max Scherzer,4,S,FT,0.681,1.613
Max Scherzer,4,S,FT,0.211,2.235
Max Scherzer,4,B,CH,-0.157,-0.249
Max Scherzer,4,B,CH,-2.172,2.436
Max Scherzer,4,X,SL,-0.45,2.383
Max Scherzer,4,B,CU,-1.418,2.7
Max Scherzer,4,B,FT,1.222,1.37
Max Scherzer,4,S,FF,-0.71,2.934
Max Scherzer,4,S,FF,-0.454,2.828
Max Scherzer,4,X,FF,0.059,2.549
Max Scherzer,4,X,CH,-0.852,1.529
Max Scherzer,4,S,FT,0.164,3.1
Max Scherzer,4,X,SL,-0.262,1.998
Max Scherzer,4,S,FT,0.429,1.961
Max Scherzer,4,B,CH,-1.461,2.426
Max Scherzer,4,S,FF,0.07,1.388
Max Scherzer,4,B,CU,-2.176,2.993
Max Scherzer,4,X,FT,0.046,1.842
Max Scherzer,4,S,FF,-1.055,2.69
Max Scherzer,4,X,CH,0.224,2.77
Max Scherzer,4,S,SL,0.291,3.013
Max Scherzer,4,S,SL,1.328,1.595
Max Scherzer,4,S,SL,1.029,0.75
Max Scherzer,4,S,SL,0.834,1.94
Max Scherzer,4,S,FF,0.926,2.718
Max Scherzer,4,B,SL,1.699,0.948
Max Scherzer,4,B,SL,0.149,0.123
Max Scherzer,4,S,SL,0.588,2.028
Max Scherzer,4,S,FF,0.886,2.538
Justin Verlander,4,B,FF,-0.28,0.973
Justin Verlander,4,B,FF,-1.839,1.652
Justin Verlander,4,S,CH,-0.046,1.553
Justin Verlander,4,B,FF,-0.985,1.182
Justin Verlander,4,S,FF,-0.849,2.094
Justin Verlander,4,S,FF,-0.198,1.75
Justin Verlander,4,S,FT,-0.6,2.575
Justin Verlander,4,X,FF,-0.525,1.836
Justin Verlander,4,X,FF,-0.434,2.427
Justin Verlander,4,B,FF,1.311,3.72
Justin Verlander,4,S,FT,-0.052,3.838
Justin Verlander,4,B,CH,0.436,3.608
Justin Verlander,4,B,FT,0.681,4.217
Justin Verlander,4,S,FF,1.011,2.373
Justin Verlander,4,X,FT,0.267,3.196
Justin Verlander,4,S,CH,0.509,1.585
Justin Verlander,4,X,CH,0.673,3.798
Justin Verlander,4,B,FF,-1.573,3.244
Justin Verlander,4,S,FF,-0.607,2.887
Justin Verlander,4,B,SL,-0.339,3.457
Justin Verlander,4,S,FF,-0.98,2.972
Justin Verlander,4,B,FT,-0.562,4.385
Justin Verlander,4,X,FF,-0.599,3.625
Justin Verlander,4,B,FF,-0.069,3.917
Justin Verlander,4,S,CH,0.221,3.606
Justin Verlander,4,X,SL,0.244,1.938
Justin Verlander,4,S,SL,-0.388,2.445
Justin Verlander,4,S,FT,0.85,2.002
Justin Verlander,4,S,FT,-0.727,3.442
Justin Verlander,4,B,SL,-1.92,2.702
Justin Verlander,4,S,SL,-0.013,2.292
Justin Verlander,4,S,FT,0.117,3.931
Justin Verlander,4,X,FF,0.359,2.414
Justin Verlander,4,S,FF,-0.666,2.667
Justin Verlander,4,X,FT,0.011,2.397
Justin Verlander,4,S,FF,-1.016,2.324
Justin Verlander,4,S,SL,-0.642,2.195
Justin Verlander,4,S,SL,-0.276,2.563
Justin Verlander,4,S,FT,0.193,3.883
Justin Verlander,4,S,FT,-0.106,3.432
Justin Verlander,4,X,SL,-0.595,3.59
Justin Verlander,4,B,FF,-0.587,3.735
Justin Verlander,4,S,CH,0.138,2.99
Justin Verlander,4,S,FT,0.106,3.467
Justin Verlander,4,X,FT,0.424,3.667
Justin Verlander,4,X,FT,0.43,1.975
Justin Verlander,4,B,FF,-0.818,1.354
Justin Verlander,4,S,SL,-0.134,3.193
Justin Verlander,4,X,FT,-0.952,3.715
Justin Verlander,4,S,FF,0.554,2.137
Justin Verlander,4,B,CH,0.443,0.742
Justin Verlander,4,B,FT,1.237,3.138
Justin Verlander,4,S,CH,-0.622,2.633
Justin Verlander,4,X,CH,-0.346,2.222
Justin Verlander,4,S,FT,-1.202,2.909
Justin Verlander,4,S,FF,0.585,3.738
Justin Verlander,4,S,FT,-0.145,3.54
Justin Verlander,4,S,FF,-0.295,3.49
Justin Verlander,4,S,SL,-0.216,3.244
Justin Verlander,4,S,SL,0.571,1.894
Justin Verlander,4,S,CH,1.348,3.122
Justin Verlander,4,S,FF,-0.404,3.408
Justin Verlander,4,X,CH,0.215,3.355
Justin Verlander,4,B,SL,-1.119,3.361
Justin Verlander,4,S,SL,0.205,1.556
Justin Verlander,4,S,SL,-0.594,2.396
Justin Verlander,4,S,FT,-0.19,4.184
Justin Verlander,4,S,CH,0.287,1.111
Justin Verlander,4,X,SL,0.674,1.999
Justin Verlander,4,S,CH,1.159,1.878
Justin Verlander,4,S,CH,0.519,3.361
Justin Verlander,4,X,SL,0.225,1.653
Justin Verlander,4,S,CH,0.084,2.926
Justin Verlander,4,S,FF,-0.227,3.915
Justin Verlander,4,B,FF,2.098,1.164
Justin Verlander,4,S,FF,0.923,1.8
Justin Verlander,4,S,FT,-0.275,3.524
Justin Verlander,4,S,FT,0.05,4.018
Justin Verlander,4,S,SL,1.086,0.625
Justin Verlander,4,B,IN,-3.988,5.405
Justin Verlander,4,B,IN,-4.016,4.315
Justin Verlander,4,B,IN,-4.131,3.744
Justin Verlander,4,B,IN,-5.343,4.341
Justin Verlander,4,S,FT,0.09,3.535
Justin Verlander,4,S,FF,-0.361,3.654
Justin Verlander,4,B,FT,1.215,3.985
Justin Verlander,4,B,SL,1.094,1.103
Justin Verlander,4,B,FF,0.53,4.395
Justin Verlander,4,S,FT,0.464,2.294
Justin Verlander,4,S,FT,-0.775,2.42
Justin Verlander,4,B,FT,-0.41,4.315
Justin Verlander,4,S,FT,0.135,2.267
Justin Verlander,4,B,FT,0.391,4.835
Justin Verlander,4,S,FT,-0.145,3.624
Justin Verlander,4,S,SL,-0.2,3.291
Justin Verlander,4,X,SL,-0.566,3.122
Justin Verlander,4,B,CH,0.177,1.458
Justin Verlander,4,S,CH,0.351,1.777
Justin Verlander,4,S,FF,1.118,2.67
Justin Verlander,4,S,SL,1.044,1.811
Justin Verlander,4,X,CH,0.784,2.704
Justin Verlander,4,S,SL,0.187,1.909
Justin Verlander,4,B,FT,1.288,3.58
Justin Verlander,4,S,SL,0.136,1.003
Justin Verlander,4,S,FF,-0.198,2.448
Chris Sale,4,X,FT,0.93,2.347
Chris Sale,4,S,CH,0.368,2.486
Chris Sale,4,S,CH,-0.279,0.059
Chris Sale,4,X,FT,0.11,3.357
Chris Sale,4,S,FT,-0.377,3.096
Chris Sale,4,S,SL,-0.452,2.133
Chris Sale,4,B,CH,1.197,0.859
Chris Sale,4,B,SL,-0.998,1.592
Chris Sale,4,S,FT,0.709,3.053
Chris Sale,4,S,CU,0.872,2.054
Chris Sale,4,B,CH,1.324,2.318
Chris Sale,4,B,CH,1.645,3.309
Chris Sale,4,B,FT,0.697,4.117
Chris Sale,4,S,FT,0.907,3.016
Chris Sale,4,B,FT,1.553,3.096
Chris Sale,4,S,FT,-0.715,2.784
Chris Sale,4,S,CU,-0.54,1.698
Chris Sale,4,B,CU,-1.252,1.743
Chris Sale,4,S,FT,0.153,3.358
Chris Sale,4,B,FT,-0.749,3.166
Chris Sale,4,S,CU,0.471,2.918
Chris Sale,4,S,CU,-0.6,1.913
Chris Sale,4,B,FT,-0.917,3.894
Chris Sale,4,S,CU,-0.856,2.181
Chris Sale,4,B,CU,-1.75,1.041
Chris Sale,4,S,FT,-0.635,2.228
Chris Sale,4,S,FT,-0.689,2.426
Chris Sale,4,S,FT,0.401,3.03
Chris Sale,4,B,FT,0.8,3.914
Chris Sale,4,X,SL,0.043,2.384
Chris Sale,4,S,FT,-0.196,2.39
Chris Sale,4,X,CH,1.096,2.094
Chris Sale,4,X,FT,-0.35,2.381
Chris Sale,4,S,CH,0.085,2.813
Chris Sale,4,B,FT,-0.914,2.978
Chris Sale,4,X,CU,0.207,2.601
Chris Sale,4,B,CH,1.784,3.606
Chris Sale,4,B,FT,1.204,4.739
Chris Sale,4,X,FT,0.3,2.157
Chris Sale,4,S,SL,-0.561,2.047
Chris Sale,4,B,FT,0.222,3.526
Chris Sale,4,S,FT,-0.489,2.966
Chris Sale,4,S,FT,0.185,3.245
Chris Sale,4,B,SL,-1.64,1.317
Chris Sale,4,B,SL,0.082,1.479
Chris Sale,4,X,CU,0.252,1.784
Chris Sale,4,B,FT,-0.296,0.998
Chris Sale,4,S,CH,0.187,1.963
Chris Sale,4,B,FT,-0.906,2.66
Chris Sale,4,B,FT,-1.196,2.22
Chris Sale,4,X,CH,0.291,1.613
Chris Sale,4,B,CU,1.13,2.363
Chris Sale,4,X,FT,0.157,1.752
Chris Sale,4,S,FT,-0.153,2.48
Chris Sale,4,B,SL,0.532,0.699
Chris Sale,4,B,FT,4.004,1.509
Chris Sale,4,X,CU,-0.516,2.032
Chris Sale,4,B,FT,1.45,3.168
Chris Sale,4,S,CH,0.885,2.225
Chris Sale,4,S,CU,0.208,2.445
Chris Sale,4,S,SL,-0.6,2.269
Chris Sale,4,B,CH,0.835,0.671
Chris Sale,4,B,FT,-0.244,3.559
Chris Sale,4,X,FT,0.218,2.803
Chris Sale,4,B,FT,2.088,4.77
Chris Sale,4,B,FT,1.075,4.38
Chris Sale,4,X,FT,-0.436,2.638
Chris Sale,4,B,CU,-1.92,1.687
Chris Sale,4,S,FT,0.841,2.69
Chris Sale,4,S,CU,-1.839,1.92
Chris Sale,4,S,CU,-0.753,1.525
Chris Sale,4,B,FT,-1.44,2.413
Chris Sale,4,X,FT,0.133,2.288
Chris Sale,4,S,FT,-0.051,1.973
Chris Sale,4,S,CH,-0.087,0.288
Chris Sale,4,S,CH,1.209,2.771
Chris Sale,4,B,FT,-0.528,3.598
Chris Sale,4,S,CU,-0.298,1.725
Chris Sale,4,S,CH,1.038,1.648
Chris Sale,4,S,CH,0.721,1.821
Chris Sale,4,B,FT,1.551,2.395
Chris Sale,4,B,FT,-0.289,1.592
Chris Sale,4,B,FT,1.352,3.263
Chris Sale,4,X,FT,0.84,2.651
Chris Sale,4,B,FT,1.059,3.615
Chris Sale,4,B,FT,1.671,2.966
Chris Sale,4,S,FT,0.013,1.912
Chris Sale,4,B,FT,-0.794,2.216
Chris Sale,4,S,FT,-0.052,2.507
Chris Sale,4,S,FT,0.595,2.961
Chris Sale,4,S,CU,1.068,2.335
Corey Kluber,4,B,SI,-1.44654253705649,3.74850368155045
Corey Kluber,4,S,SI,-0.204206119743495,2.56809237476768
Corey Kluber,4,S,CU,-0.427940429911277,2.52443131968609
Corey Kluber,4,S,CU,0.392352786460308,1.71723582204881
Corey Kluber,4,B,SI,1.30228033087835,2.52772890402587
Corey Kluber,4,B,CU,1.90608283864528,1.68507960786848
Corey Kluber,4,X,SI,-0.184712484217419,2.79697655432866
Corey Kluber,4,B,SI,-0.591574743218886,1.433206537424
Corey Kluber,4,B,CH,1.22557544224716,-0.48637769617194
Corey Kluber,4,B,SI,0.0707239683320666,4.43184159973523
Corey Kluber,4,S,SI,0.0419897994798735,2.09851543866827
Corey Kluber,4,X,FF,0.23566374116696,2.75295117018918
Corey Kluber,4,B,FC,1.35471340404437,2.34026949646526
Corey Kluber,4,S,SI,0.241321139899125,2.70751167378081
Corey Kluber,4,S,SI,0.843974622224557,2.64674744651464
Corey Kluber,4,X,CU,-0.340045422264223,2.41491980585528
Corey Kluber,4,S,SI,-0.873071732563861,3.08146275113509
Corey Kluber,4,B,CU,-1.19379808570007,3.15323172814746
Corey Kluber,4,B,SI,0.02476957981853,3.96691920339621
Corey Kluber,4,B,CU,-1.95420467698126,2.9081270335548
Corey Kluber,4,X,FC,0.718379586245403,3.29277976860857
Corey Kluber,4,B,FC,0.541571180341631,0.837291136646304
Corey Kluber,4,S,FC,-0.441599599509217,3.3253020817137
Corey Kluber,4,S,SI,-0.949320949220728,2.89259278161309
Corey Kluber,4,S,FF,0.188022710770425,3.93812196993497
Corey Kluber,4,B,CU,1.71363397306478,1.30507548864566
Corey Kluber,4,B,CU,1.06664484063258,1.21968708646111
Corey Kluber,4,S,SI,0.728311433710249,2.5873659743331
Corey Kluber,4,X,SI,-0.218150184673616,3.71464151352205
Corey Kluber,4,B,SI,-1.87037637462331,3.1297330891296
Corey Kluber,4,S,SI,-0.882068730775523,3.22596353998548
Corey Kluber,4,S,SI,-0.305836257008133,3.0756138937212
Corey Kluber,4,B,FF,-1.62857849959533,2.7021924848299
Corey Kluber,4,S,SI,-0.778250661912286,1.950673901066
Corey Kluber,4,X,FC,-0.167480942755714,2.08979825254541
Corey Kluber,4,S,CU,0.298556818574263,3.4989730229894
Corey Kluber,4,S,CH,-0.385965182343321,1.77786476706089
Corey Kluber,4,B,CU,-1.03320880680827,2.64050573244895
Corey Kluber,4,S,CU,0.78279917183372,1.60716571288074
Corey Kluber,4,B,SI,-1.49392764171006,2.58649444653028
Corey Kluber,4,S,CH,0.392366643120209,2.37022289942594
Corey Kluber,4,S,SI,-0.724068020193712,1.28084630028212
Corey Kluber,4,S,SI,-0.617712154328752,3.4994515503821
Corey Kluber,4,S,FC,-0.524997320881381,2.77645714811242
Corey Kluber,4,B,SI,-2.05187888727202,2.13955586658223
Corey Kluber,4,B,CU,0.913809327206711,0.84353090451929
Corey Kluber,4,S,SI,0.0982479616339667,1.88764868280421
Corey Kluber,4,B,SI,0.867984511400718,2.99802022744317
Corey Kluber,4,B,SI,0.673965897304599,1.38986453801265
Corey Kluber,4,S,SI,-0.844576294065616,2.23999649924968
Corey Kluber,4,B,SI,-1.02221189092586,3.4767319938287
Corey Kluber,4,S,SI,-0.483489165251969,2.89020121455323
Corey Kluber,4,S,SI,0.540386735292954,2.97146802247351
Corey Kluber,4,B,SI,1.63642232923577,2.87441595769519
Corey Kluber,4,B,FC,2.49475354769601,0.993022139867438
Corey Kluber,4,B,SI,1.1221965411766,2.33420899976313
Corey Kluber,4,B,FF,1.09416088892742,1.70403362584906
Corey Kluber,4,X,SI,0.273698046976392,1.99774941102128
Corey Kluber,4,S,SI,0.73314577540138,2.27825391666479
Corey Kluber,4,B,FF,1.15138286116647,2.3583722422575
Corey Kluber,4,S,SI,0.0271045591628448,3.34688408463713
Corey Kluber,4,S,SI,0.709645814028503,2.48085461090521
Corey Kluber,4,S,SI,-0.538680826492471,2.82947388732307
Corey Kluber,4,B,CU,0.281283246890214,0.820160999378958
Corey Kluber,4,B,CU,1.34765858971185,1.7526388572644
Corey Kluber,4,X,SI,-0.92141280019023,3.22565366527775
Corey Kluber,4,S,SI,-0.210762179683022,2.88284786087495
Corey Kluber,4,B,SI,-0.979901406687689,2.56469655702605
Corey Kluber,4,X,SI,0.134620605837265,2.11664418243246
Corey Kluber,4,S,CU,0.779284568838527,1.51713131616894
Corey Kluber,4,S,SI,0.190028775929862,2.90514465022698
Corey Kluber,4,B,SI,1.28968693978114,3.31429557361159
Corey Kluber,4,B,CU,1.51282267608451,0.286863469787598
Corey Kluber,4,B,SI,0.0913218084552691,4.42292018249154
Corey Kluber,4,X,CU,0.383150597296815,2.73473598240777
Corey Kluber,4,S,CU,-0.385850287014245,2.30344023004345
Corey Kluber,4,B,FF,-1.33849360867701,3.73076346863326
Corey Kluber,4,S,SI,-0.514755497012454,3.39932423051426
Corey Kluber,4,B,FF,-0.45137626578087803,5.40086132782904
Corey Kluber,4,S,CU,0.185814804279394,1.58376854922823
Corey Kluber,4,S,SI,-1.36539947544657,2.94124248628542
Corey Kluber,4,X,SI,-0.416615098294963,3.13976042478224
Corey Kluber,4,X,SI,-0.295134572982944,1.83143546379537
Corey Kluber,4,S,SI,-0.602101667494436,1.88526499622937
Corey Kluber,4,X,FC,0.882447777485169,1.84917359717422
Corey Kluber,4,X,SI,0.233608242662553,1.88852317049103
Corey Kluber,4,B,SI,-1.91729827523819,3.92461293171804
Corey Kluber,4,B,SI,-1.20399239715559,2.87012969194593
Corey Kluber,4,S,SI,-0.337076457405243,2.91827357849348
Corey Kluber,4,X,FC,0.137689455872483,1.48694683934205
Corey Kluber,4,B,FC,-0.793006567780899,3.65041663611741
Corey Kluber,4,S,SI,-0.401004361070225,2.49931509041593
Corey Kluber,4,B,FC,1.13015249911525,1.99815218661717
Corey Kluber,4,S,FC,0.642521594043123,2.12657497506575
Corey Kluber,4,S,SI,0.616174370802717,1.95764293091173
Corey Kluber,4,X,SI,0.090830155493614,1.94954021696937
Corey Kluber,4,B,SI,-0.222268681549944,3.71745228577898
Corey Kluber,4,S,FC,0.474246518339926,2.75742103119313
Corey Kluber,4,B,CH,0.0444379361930984,1.23317060958338
Corey Kluber,4,B,FC,0.841946695275109,1.57921869510954
Corey Kluber,4,B,FF,-1.27848141604981,2.28977644818718
Corey Kluber,4,S,SI,-0.222738032356499,2.20259476485134
Corey Kluber,4,S,SI,-1.05233097967323,2.39507647036933
Corey Kluber,4,B,CU,2.31543301435355,1.36325852810405
Max Scherzer,4,S,FT,0.21,2.66
Max Scherzer,4,B,FT,1.27,1.86
Max Scherzer,4,S,FF,0.88,1.69
Max Scherzer,4,S,FT,0.58,2.23
Max Scherzer,4,S,CH,0.02,1.29
Max Scherzer,4,X,FT,-0.15,2.93
Max Scherzer,4,S,FT,0.03,2.83
Max Scherzer,4,B,SL,-1.06,3.44
Max Scherzer,4,S,FF,-0.41,2.44
Max Scherzer,4,B,SL,1.45,1.5
Max Scherzer,4,S,CH,0.09,1.62
Max Scherzer,4,B,SL,-0.11,1.25
Max Scherzer,4,X,FT,-0.6,2.99
Clayton Kershaw,4,S,FF,0.02,2.47
Clayton Kershaw,4,S,SL,-0.13,1.58
Clayton Kershaw,4,B,FF,1.28,2.97
Clayton Kershaw,4,S,SL,-0.55,1.95
Clayton Kershaw,4,S,FF,-0.1,2.93
Clayton Kershaw,4,S,FF,-0.7,3.39
Clayton Kershaw,4,B,FT,-0.65,0.83
Clayton Kershaw,4,B,SL,-1.09,-0.54
Clayton Kershaw,4,S,FF,0.27,2.73
Clayton Kershaw,4,B,FT,-0.51,4.52
Clayton Kershaw,4,S,FF,0.5,2.14
Clayton Kershaw,4,S,FF,-0.83,2.78
Clayton Kershaw,4,S,SL,0.3,1.66
Clayton Kershaw,4,B,CU,1.3,1.41
Clayton Kershaw,4,B,SL,0.75,0.98
Clayton Kershaw,4,S,SL,0.17,1.38
Clayton Kershaw,4,S,CU,0.51,0.02
Max Scherzer,4,S,FF,-0.22,1.95
Max Scherzer,4,B,FT,1.85,3.32
Max Scherzer,4,S,CH,0.01,1.69
Max Scherzer,4,S,CH,-0.12,0.91
Max Scherzer,4,S,SL,0.46,3.07
Max Scherzer,4,X,FT,0.26,2.5
Max Scherzer,4,S,FT,0.83,1.91
Max Scherzer,4,S,SL,1.35,2.15
Max Scherzer,4,B,FT,-1.19,4.15
Max Scherzer,4,B,FF,-1.34,3.42
Max Scherzer,4,S,CH,-0.16,1.26
Clayton Kershaw,4,S,FF,-0.3,1.99
Clayton Kershaw,4,B,SL,-0.19,0.73
Clayton Kershaw,4,B,FF,0.16,0.6
Clayton Kershaw,4,S,FF,0.99,2.15
Clayton Kershaw,4,S,FT,1.38,3.16
Clayton Kershaw,4,X,SL,0.27,1.83
Clayton Kershaw,4,B,FF,0.26,4.07
Clayton Kershaw,4,S,SL,-0.06,2.35
Clayton Kershaw,4,S,CU,-0.53,2.43
Clayton Kershaw,4,X,SL,0.16,2.48
Clayton Kershaw,4,X,FF,-0.17,3.39
Clayton Kershaw,4,S,FF,-0.54,2.05
Clayton Kershaw,4,S,FF,0.55,2.28
Clayton Kershaw,4,S,CU,0.28,1.6
Clayton Kershaw,4,X,FF,0.13,2.15
Clayton Kershaw,4,B,FF,-0.67,1.43
Clayton Kershaw,4,B,FF,-1.2,0.96
Clayton Kershaw,4,S,FF,-0.07,2.57
Clayton Kershaw,4,S,FF,-0.44,3.14
Clayton Kershaw,4,S,FF,-0.52,2.82
Clayton Kershaw,4,S,FF,-0.5,3.02
Clayton Kershaw,4,B,FF,-1.23,2.41
Clayton Kershaw,4,X,FF,-1.17,2.88
Max Scherzer,4,B,FT,1.1,1.92
Max Scherzer,4,B,CH,1.53,1.97
Max Scherzer,4,X,FT,-0.08,3.05
